,CPI,BPP,NASDAQ
5/20/10,99.63166,100.8701,2204.01
5/21/10,99.63166,100.8321,2229.04
5/22/10,99.63166,100.7946,#N/A
5/23/10,99.63166,100.7436,#N/A
5/24/10,99.63166,100.7103,2213.55
5/25/10,99.63166,100.6913,2210.95
5/26/10,99.63166,100.6612,2195.88
5/27/10,99.63166,100.6371,2277.68
5/28/10,99.63166,100.5891,2257.04
5/29/10,99.63166,100.5511,#N/A
5/30/10,99.63166,100.5234,#N/A
5/31/10,99.63166,100.5186,#N/A
6/1/10,99.70888,100.5045,2222.33
6/2/10,99.70888,100.4173,2281.07
6/3/10,99.70888,100.3849,2303.03
6/4/10,99.70888,100.3863,2219.17
6/5/10,99.70888,100.3886,#N/A
6/6/10,99.70888,100.3783,#N/A
6/7/10,99.70888,100.3825,2173.9
6/8/10,99.70888,100.3619,2170.57
6/9/10,99.70888,100.4038,2158.85
6/10/10,99.70888,100.3865,2218.71
6/11/10,99.70888,100.3646,2243.6
6/12/10,99.70888,100.3534,#N/A
6/13/10,99.70888,100.3478,#N/A
6/14/10,99.70888,100.3407,2243.96
6/15/10,99.70888,100.3346,2305.88
6/16/10,99.70888,100.4248,2305.93
6/17/10,99.70888,100.4292,2307.16
6/18/10,99.70888,100.4461,2309.8
6/19/10,99.70888,100.4611,#N/A
6/20/10,99.70888,100.4899,#N/A
6/21/10,99.70888,100.5098,2289.09
6/22/10,99.70888,100.4911,2261.8
6/23/10,99.70888,100.5861,2254.23
6/24/10,99.70888,100.6237,2217.42
6/25/10,99.70888,100.661,2223.48
6/26/10,99.70888,100.6617,#N/A
6/27/10,99.70888,100.654,#N/A
6/28/10,99.70888,100.6765,2220.65
6/29/10,99.70888,100.6719,2135.18
6/30/10,99.70888,100.7255,2109.24
7/1/10,99.61153,100.7504,2101.36
7/2/10,99.61153,100.7464,2091.79
7/3/10,99.61153,100.731,#N/A
7/4/10,99.61153,100.704,#N/A
7/5/10,99.61153,100.6772,#N/A
7/6/10,99.61153,100.6391,2093.88
7/7/10,99.61153,100.8352,2159.47
7/8/10,99.61153,100.8212,2175.4
7/9/10,99.61153,100.8206,2196.45
7/10/10,99.61153,100.8154,#N/A
7/11/10,99.61153,100.8077,#N/A
7/12/10,99.61153,100.8346,2198.36
7/13/10,99.61153,100.8081,2242.03
7/14/10,99.61153,100.8524,2249.84
7/15/10,99.61153,100.8631,2249.08
7/16/10,99.61153,100.8694,2179.05
7/17/10,99.61153,100.8751,#N/A
7/18/10,99.61153,100.8533,#N/A
7/19/10,99.61153,100.8459,2198.23
7/20/10,99.61153,100.863,2222.49
7/21/10,99.61153,100.8689,2187.33
7/22/10,99.61153,100.8511,2245.89
7/23/10,99.61153,100.853,2269.47
7/24/10,99.61153,100.847,#N/A
7/25/10,99.61153,100.864,#N/A
7/26/10,99.61153,100.8715,2296.43
7/27/10,99.61153,100.9004,2288.25
7/28/10,99.61153,101.008,2264.56
7/29/10,99.61153,100.9998,2251.69
7/30/10,99.61153,100.9997,2254.7
7/31/10,99.61153,100.9977,#N/A
8/1/10,99.63257,100.9844,#N/A
8/2/10,99.63257,100.9732,2295.36
8/3/10,99.63257,100.9338,2283.52
8/4/10,99.63257,100.9134,2303.57
8/5/10,99.63257,100.9639,2293.06
8/6/10,99.63257,101.029,2288.47
8/7/10,99.63257,101.0714,#N/A
8/8/10,99.63257,101.089,#N/A
8/9/10,99.63257,101.0741,2305.69
8/10/10,99.63257,101.0756,2277.17
8/11/10,99.63257,101.0309,2208.63
8/12/10,99.63257,101.0177,2190.27
8/13/10,99.63257,101.0057,2173.48
8/14/10,99.63257,100.9866,#N/A
8/15/10,99.63257,100.9655,#N/A
8/16/10,99.63257,100.946,2181.87
8/17/10,99.63257,100.9469,2209.44
8/18/10,99.63257,100.9973,2215.7
8/19/10,99.63257,100.9992,2178.95
8/20/10,99.63257,100.9842,2179.76
8/21/10,99.63257,100.9759,#N/A
8/22/10,99.63257,100.9447,#N/A
8/23/10,99.63257,100.9365,2159.63
8/24/10,99.63257,100.9171,2123.76
8/25/10,99.63257,100.8962,2141.54
8/26/10,99.63257,100.8761,2118.69
8/27/10,99.63257,100.8498,2153.63
8/28/10,99.63257,100.8121,#N/A
8/29/10,99.63257,100.7652,#N/A
8/30/10,99.63257,100.7723,2119.97
8/31/10,99.63257,100.7636,2114.03
9/1/10,99.77013,100.8309,2176.84
9/2/10,99.77013,100.8511,2200.01
9/3/10,99.77013,100.8506,2233.75
9/4/10,99.77013,100.8741,#N/A
9/5/10,99.77013,100.8863,#N/A
9/6/10,99.77013,100.8881,#N/A
9/7/10,99.77013,100.8852,2208.89
9/8/10,99.77013,100.8782,2228.87
9/9/10,99.77013,100.8802,2236.2
9/10/10,99.77013,100.8913,2242.48
9/11/10,99.77013,100.9035,#N/A
9/12/10,99.77013,100.925,#N/A
9/13/10,99.77013,100.9582,2285.71
9/14/10,99.77013,100.9947,2289.77
9/15/10,99.77013,101.094,2301.32
9/16/10,99.77013,101.1386,2303.25
9/17/10,99.77013,101.1425,2315.61
9/18/10,99.77013,101.1688,#N/A
9/19/10,99.77013,101.1333,#N/A
9/20/10,99.77013,101.1335,2355.83
9/21/10,99.77013,101.01,2349.35
9/22/10,99.77013,101.1248,2334.55
9/23/10,99.77013,101.1241,2327.08
9/24/10,99.77013,101.1006,2381.22
9/25/10,99.77013,101.0956,#N/A
9/26/10,99.77013,101.1096,#N/A
9/27/10,99.77013,101.0876,2369.77
9/28/10,99.77013,101.1167,2379.59
9/29/10,99.77013,101.097,2376.56
9/30/10,99.77013,101.1016,2368.62
10/1/10,99.82817,101.0824,2370.75
10/2/10,99.82817,101.079,#N/A
10/3/10,99.82817,101.1132,#N/A
10/4/10,99.82817,101.1137,2344.52
10/5/10,99.82817,101.1634,2399.83
10/6/10,99.82817,101.1895,2380.66
10/7/10,99.82817,101.2523,2383.67
10/8/10,99.82817,101.2999,2401.91
10/9/10,99.82817,101.328,#N/A
10/10/10,99.82817,101.3964,#N/A
10/11/10,99.82817,101.3991,2402.33
10/12/10,99.82817,101.4444,2417.92
10/13/10,99.82817,101.5394,2441.23
10/14/10,99.82817,101.5842,2435.38
10/15/10,99.82817,101.6089,2468.77
10/16/10,99.82817,101.6276,#N/A
10/17/10,99.82817,101.6397,#N/A
10/18/10,99.82817,101.634,2480.66
10/19/10,99.82817,101.6311,2436.95
10/20/10,99.82817,101.6731,2457.39
10/21/10,99.82817,101.6759,2459.67
10/22/10,99.82817,101.6252,2479.39
10/23/10,99.82817,101.6076,#N/A
10/24/10,99.82817,101.5676,#N/A
10/25/10,99.82817,101.5439,2490.85
10/26/10,99.82817,101.5373,2497.29
10/27/10,99.82817,101.5757,2503.26
10/28/10,99.82817,101.5747,2507.37
10/29/10,99.82817,101.573,2507.41
10/30/10,99.82817,101.5744,#N/A
10/31/10,99.82817,101.5688,#N/A
11/1/10,99.95248,101.2622,2504.84
11/2/10,99.95248,101.2202,2533.52
11/3/10,99.95248,101.5982,2540.27
11/4/10,99.95248,101.6166,2577.34
11/5/10,99.95248,101.6346,2578.98
11/6/10,99.95248,101.6552,#N/A
11/7/10,99.95248,101.7089,#N/A
11/8/10,99.95248,101.7374,2580.05
11/9/10,99.95248,101.7735,2562.98
11/10/10,99.95248,101.7352,2578.78
11/11/10,99.95248,101.7621,2555.52
11/12/10,99.95248,101.771,2518.21
11/13/10,99.95248,101.8107,#N/A
11/14/10,99.95248,101.8575,#N/A
11/15/10,99.95248,101.8895,2513.82
11/16/10,99.95248,101.8887,2469.84
11/17/10,99.95248,101.9798,2476.01
11/18/10,99.95248,101.9681,2514.4
11/19/10,99.95248,101.9459,2518.12
11/20/10,99.95248,101.9262,#N/A
11/21/10,99.95248,101.9277,#N/A
11/22/10,99.95248,101.9215,2532.02
11/23/10,99.95248,101.9194,2494.95
11/24/10,99.95248,101.9283,2543.12
11/25/10,99.95248,101.9197,#N/A
11/26/10,99.95248,101.9881,2534.56
11/27/10,99.95248,101.9917,#N/A
11/28/10,99.95248,101.9779,#N/A
11/29/10,99.95248,101.9465,2525.22
11/30/10,99.95248,101.976,2498.23
12/1/10,99.99452,101.954,2549.43
12/2/10,99.99452,101.9435,2579.35
12/3/10,99.99452,101.9389,2591.46
12/4/10,99.99452,101.9352,#N/A
12/5/10,99.99452,101.9336,#N/A
12/6/10,99.99452,101.9384,2594.92
12/7/10,99.99452,101.9479,2598.49
12/8/10,99.99452,101.9196,2609.16
12/9/10,99.99452,101.9465,2616.67
12/10/10,99.99452,101.956,2637.54
12/11/10,99.99452,101.9428,#N/A
12/12/10,99.99452,101.9379,#N/A
12/13/10,99.99452,101.9611,2624.91
12/14/10,99.99452,101.9659,2627.72
12/15/10,99.99452,101.969,2617.22
12/16/10,99.99452,101.9674,2637.31
12/17/10,99.99452,101.9841,2642.97
12/18/10,99.99452,101.9874,#N/A
12/19/10,99.99452,101.9941,#N/A
12/20/10,99.99452,101.9978,2649.56
12/21/10,99.99452,102.0005,2667.61
12/22/10,99.99452,102.02,2671.48
12/23/10,99.99452,102.0218,2665.6
12/24/10,99.99452,102.0349,#N/A
12/25/10,99.99452,102.0366,#N/A
12/26/10,99.99452,102.0264,#N/A
12/27/10,99.99452,102.033,2667.27
12/28/10,99.99452,102.068,2662.88
12/29/10,99.99452,102.1153,2666.93
12/30/10,99.99452,102.1159,2662.98
12/31/10,99.99452,102.1182,2652.87
1/1/11,100.1664,102.1346,#N/A
1/2/11,100.1664,102.0736,#N/A
1/3/11,100.1664,102.0626,2691.52
1/4/11,100.1664,102.0471,2681.25
1/5/11,100.1664,102.1435,2702.2
1/6/11,100.1664,102.1581,2709.89
1/7/11,100.1664,102.1669,2703.17
1/8/11,100.1664,102.1642,#N/A
1/9/11,100.1664,102.1925,#N/A
1/10/11,100.1664,102.1765,2707.8
1/11/11,100.1664,102.1621,2716.83
1/12/11,100.1664,102.2397,2737.33
1/13/11,100.1664,102.2451,2735.29
1/14/11,100.1664,102.2397,2755.3
1/15/11,100.1664,102.2423,#N/A
1/16/11,100.1664,102.2447,#N/A
1/17/11,100.1664,102.2486,#N/A
1/18/11,100.1664,102.2707,2765.85
1/19/11,100.1664,102.3618,2725.36
1/20/11,100.1664,102.3548,2704.29
1/21/11,100.1664,102.361,2689.54
1/22/11,100.1664,102.363,#N/A
1/23/11,100.1664,102.3637,#N/A
1/24/11,100.1664,102.3549,2717.55
1/25/11,100.1664,102.3667,2719.25
1/26/11,100.1664,102.381,2739.5
1/27/11,100.1664,102.3922,2755.28
1/28/11,100.1664,102.3799,2686.89
1/29/11,100.1664,102.3787,#N/A
1/30/11,100.1664,102.3598,#N/A
1/31/11,100.1664,102.3636,2700.08
2/1/11,100.6435,102.3687,2751.19
2/2/11,100.6435,102.4436,2749.56
2/3/11,100.6435,102.4613,2753.88
2/4/11,100.6435,102.4556,2769.3
2/5/11,100.6435,102.4529,#N/A
2/6/11,100.6435,102.4805,#N/A
2/7/11,100.6435,102.4698,2783.99
2/8/11,100.6435,102.4652,2797.05
2/9/11,100.6435,102.4746,2789.07
2/10/11,100.6435,102.4801,2790.45
2/11/11,100.6435,102.4808,2809.44
2/12/11,100.6435,102.488,#N/A
2/13/11,100.6435,102.4832,#N/A
2/14/11,100.6435,102.4786,2817.18
2/15/11,100.6435,102.4822,2804.35
2/16/11,100.6435,102.554,2825.56
2/17/11,100.6435,102.5543,2831.58
2/18/11,100.6435,102.5529,2833.95
2/19/11,100.6435,102.5714,#N/A
2/20/11,100.6435,102.5653,#N/A
2/21/11,100.6435,102.5406,#N/A
2/22/11,100.6435,102.5654,2756.42
2/23/11,100.6435,102.595,2722.99
2/24/11,100.6435,102.5976,2737.9
2/25/11,100.6435,102.6005,2781.05
2/26/11,100.6435,102.6036,#N/A
2/27/11,100.6435,102.5998,#N/A
2/28/11,100.6435,102.5933,2782.27
3/1/11,101.1398,102.5995,2737.41
3/2/11,101.1398,102.6155,2748.07
3/3/11,101.1398,102.6228,2798.74
3/4/11,101.1398,102.6126,2784.67
3/5/11,101.1398,102.6218,#N/A
3/6/11,101.1398,102.6166,#N/A
3/7/11,101.1398,102.6088,2745.63
3/8/11,101.1398,102.634,2765.77
3/9/11,101.1398,102.7829,2751.72
3/10/11,101.1398,102.8321,2701.02
3/11/11,101.1398,102.8685,2715.61
3/12/11,101.1398,102.8934,#N/A
3/13/11,101.1398,102.922,#N/A
3/14/11,101.1398,102.9248,2700.97
3/15/11,101.1398,102.9211,2667.33
3/16/11,101.1398,102.9133,2616.82
3/17/11,101.1398,102.9246,2636.05
3/18/11,101.1398,102.9112,2643.67
3/19/11,101.1398,102.9,#N/A
3/20/11,101.1398,102.9034,#N/A
3/21/11,101.1398,102.9145,2692.09
3/22/11,101.1398,102.9124,2683.87
3/23/11,101.1398,102.9447,2698.3
3/24/11,101.1398,102.9794,2736.42
3/25/11,101.1398,103.0037,2743.06
3/26/11,101.1398,102.9818,#N/A
3/27/11,101.1398,103.0377,#N/A
3/28/11,101.1398,103.0583,2730.68
3/29/11,101.1398,103.068,2756.89
3/30/11,101.1398,103.0986,2776.79
3/31/11,101.1398,103.1214,2781.07
4/1/11,102.126,103.1389,2789.6
4/2/11,102.126,103.1754,#N/A
4/3/11,102.126,103.206,#N/A
4/4/11,102.126,103.2362,2789.19
4/5/11,102.126,103.2472,2791.19
4/6/11,102.126,103.3286,2799.82
4/7/11,102.126,103.4025,2796.14
4/8/11,102.126,103.4598,2780.42
4/9/11,102.126,103.4892,#N/A
4/10/11,102.126,103.5134,#N/A
4/11/11,102.126,103.5413,2771.51
4/12/11,102.126,103.55,2744.79
4/13/11,102.126,103.5927,2761.52
4/14/11,102.126,103.6369,2760.22
4/15/11,102.126,103.6459,2764.65
4/16/11,102.126,103.6595,#N/A
4/17/11,102.126,103.6732,#N/A
4/18/11,102.126,103.6604,2735.38
4/19/11,102.126,103.6616,2744.97
4/20/11,102.126,103.7006,2802.51
4/21/11,102.126,103.7154,2820.16
4/22/11,102.126,103.7507,#N/A
4/23/11,102.126,103.7543,#N/A
4/24/11,102.126,103.7863,#N/A
4/25/11,102.126,103.7972,2825.88
4/26/11,102.126,103.8073,2847.54
4/27/11,102.126,103.9193,2869.88
4/28/11,102.126,103.9542,2872.53
4/29/11,102.126,103.9597,2873.54
4/30/11,102.126,103.9938,#N/A
5/1/11,102.7836,104.0519,#N/A
5/2/11,102.7836,104.0673,2864.08
5/3/11,102.7836,104.0942,2841.62
5/4/11,102.7836,104.1515,2828.23
5/5/11,102.7836,104.1886,2814.72
5/6/11,102.7836,104.213,2827.56
5/7/11,102.7836,104.2198,#N/A
5/8/11,102.7836,104.2118,#N/A
5/9/11,102.7836,104.2021,2843.25
5/10/11,102.7836,104.1828,2871.89
5/11/11,102.7836,104.1581,2845.06
5/12/11,102.7836,104.1865,2863.04
5/13/11,102.7836,104.2232,2828.47
5/14/11,102.7836,104.227,#N/A
5/15/11,102.7836,104.2074,#N/A
5/16/11,102.7836,104.185,2782.31
5/17/11,102.7836,104.1681,2783.21
5/18/11,102.7836,104.1743,2815
5/19/11,102.7836,104.1414,2823.31
5/20/11,102.7836,104.0991,2803.32
5/21/11,102.7836,104.0607,#N/A
5/22/11,102.7836,104.0355,#N/A
5/23/11,102.7836,103.9871,2758.9
5/24/11,102.7836,103.9702,2746.16
5/25/11,102.7836,103.9577,2761.38
5/26/11,102.7836,103.9115,2782.92
5/27/11,102.7836,103.9156,2796.86
5/28/11,102.7836,103.8986,#N/A
5/29/11,102.7836,103.8615,#N/A
5/30/11,102.7836,103.8311,#N/A
5/31/11,102.7836,103.8188,2835.3
6/1/11,103.2672,103.7461,2769.19
6/2/11,103.2672,103.7494,2773.31
6/3/11,103.2672,103.7605,2732.78
6/4/11,103.2672,103.7695,#N/A
6/5/11,103.2672,103.7627,#N/A
6/6/11,103.2672,103.7785,2702.56
6/7/11,103.2672,103.7647,2701.56
6/8/11,103.2672,103.7842,2675.38
6/9/11,103.2672,103.7521,2684.87
6/10/11,103.2672,103.7294,2643.73
6/11/11,103.2672,103.7086,#N/A
6/12/11,103.2672,103.6824,#N/A
6/13/11,103.2672,103.6579,2639.69
6/14/11,103.2672,103.6453,2678.72
6/15/11,103.2672,103.9796,2631.46
6/16/11,103.2672,103.9588,2623.7
6/17/11,103.2672,103.9348,2616.48
6/18/11,103.2672,103.6864,#N/A
6/19/11,103.2672,103.666,#N/A
6/20/11,103.2672,103.6221,2629.66
6/21/11,103.2672,103.6239,2687.26
6/22/11,103.2672,103.655,2669.19
6/23/11,103.2672,103.633,2686.75
6/24/11,103.2672,103.605,2652.89
6/25/11,103.2672,103.5805,#N/A
6/26/11,103.2672,103.5474,#N/A
6/27/11,103.2672,103.5133,2688.28
6/28/11,103.2672,103.462,2729.31
6/29/11,103.2672,103.5076,2740.49
6/30/11,103.2672,103.49,2773.52
7/1/11,103.1566,103.4693,2816.03
7/2/11,103.1566,103.4878,#N/A
7/3/11,103.1566,103.5137,#N/A
7/4/11,103.1566,103.518,#N/A
7/5/11,103.1566,103.5102,2825.77
7/6/11,103.1566,103.5439,2834.02
7/7/11,103.1566,103.5759,2872.66
7/8/11,103.1566,103.6284,2859.81
7/9/11,103.1566,103.6519,#N/A
7/10/11,103.1566,103.714,#N/A
7/11/11,103.1566,103.7466,2802.62
7/12/11,103.1566,103.7546,2781.91
7/13/11,103.1566,103.9866,2796.92
7/14/11,103.1566,103.8119,2762.67
7/15/11,103.1566,103.8205,2789.8
7/16/11,103.1566,103.868,#N/A
7/17/11,103.1566,103.8854,#N/A
7/18/11,103.1566,103.8972,2765.11
7/19/11,103.1566,103.8963,2826.52
7/20/11,103.1566,103.9233,2814.23
7/21/11,103.1566,103.9364,2834.43
7/22/11,103.1566,103.9414,2858.83
7/23/11,103.1566,103.9614,#N/A
7/24/11,103.1566,103.9655,#N/A
7/25/11,103.1566,103.9502,2842.8
7/26/11,103.1566,103.9575,2839.96
7/27/11,103.1566,103.9703,2764.79
7/28/11,103.1566,103.9911,2766.25
7/29/11,103.1566,104.0058,2756.38
7/30/11,103.1566,104.0234,#N/A
7/31/11,103.1566,104.0327,#N/A
8/1/11,103.248,104.0357,2744.61
8/2/11,103.248,104.0502,2669.24
8/3/11,103.248,104.0087,2693.07
8/4/11,103.248,104.0156,2556.39
8/5/11,103.248,104.0132,2532.41
8/6/11,103.248,104.0095,#N/A
8/7/11,103.248,103.9924,#N/A
8/8/11,103.248,103.967,2357.69
8/9/11,103.248,103.938,2482.52
8/10/11,103.248,103.9398,2381.05
8/11/11,103.248,103.9121,2492.68
8/12/11,103.248,103.8648,2507.98
8/13/11,103.248,103.8366,#N/A
8/14/11,103.248,103.8256,#N/A
8/15/11,103.248,103.775,2555.2
8/16/11,103.248,103.7638,2523.45
8/17/11,103.248,103.7966,2511.48
8/18/11,103.248,103.7939,2380.43
8/19/11,103.248,103.8156,2341.84
8/20/11,103.248,103.821,#N/A
8/21/11,103.248,103.8116,#N/A
8/22/11,103.248,103.8074,2345.38
8/23/11,103.248,103.8506,2446.06
8/24/11,103.248,103.8941,2467.69
8/25/11,103.248,103.9264,2419.63
8/26/11,103.248,103.934,2479.85
8/27/11,103.248,103.9646,#N/A
8/28/11,103.248,103.9882,#N/A
8/29/11,103.248,103.9849,2562.11
8/30/11,103.248,103.9857,2576.11
8/31/11,103.248,104.0345,2579.46
9/1/11,103.5327,104.0408,2546.04
9/2/11,103.5327,104.0606,2480.33
9/3/11,103.5327,104.0643,#N/A
9/4/11,103.5327,104.068,#N/A
9/5/11,103.5327,104.1311,#N/A
9/6/11,103.5327,104.0215,2473.83
9/7/11,103.5327,104.1341,2548.94
9/8/11,103.5327,104.1441,2529.14
9/9/11,103.5327,104.1584,2467.99
9/10/11,103.5327,104.1732,#N/A
9/11/11,103.5327,104.1815,#N/A
9/12/11,103.5327,104.2009,2495.09
9/13/11,103.5327,104.2072,2532.15
9/14/11,103.5327,104.2946,2572.55
9/15/11,103.5327,104.2871,2607.07
9/16/11,103.5327,104.2646,2622.31
9/17/11,103.5327,104.2427,#N/A
9/18/11,103.5327,104.2234,#N/A
9/19/11,103.5327,104.2063,2612.83
9/20/11,103.5327,104.2327,2590.24
9/21/11,103.5327,104.1864,2538.19
9/22/11,103.5327,104.1622,2455.67
9/23/11,103.5327,104.1279,2483.23
9/24/11,103.5327,104.1006,#N/A
9/25/11,103.5327,104.0615,#N/A
9/26/11,103.5327,104.0217,2516.69
9/27/11,103.5327,103.9664,2546.83
9/28/11,103.5327,103.9629,2491.58
9/29/11,103.5327,103.9357,2480.76
9/30/11,103.5327,103.9098,2415.4
10/1/11,103.6899,103.8848,#N/A
10/2/11,103.6899,103.849,#N/A
10/3/11,103.6899,103.808,2335.83
10/4/11,103.6899,103.7507,2404.82
10/5/11,103.6899,103.7693,2460.51
10/6/11,103.6899,103.7425,2506.82
10/7/11,103.6899,103.7072,2479.35
10/8/11,103.6899,103.6993,#N/A
10/9/11,103.6899,103.6999,#N/A
10/10/11,103.6899,103.7017,2566.05
10/11/11,103.6899,103.6977,2583.03
10/12/11,103.6899,103.818,2604.73
10/13/11,103.6899,103.8554,2620.24
10/14/11,103.6899,103.885,2667.85
10/15/11,103.6899,103.9216,#N/A
10/16/11,103.6899,103.9451,#N/A
10/17/11,103.6899,103.9486,2614.92
10/18/11,103.6899,103.9605,2657.43
10/19/11,103.6899,104.0134,2604.04
10/20/11,103.6899,104.0341,2598.62
10/21/11,103.6899,104.0242,2637.46
10/22/11,103.6899,104.0169,#N/A
10/23/11,103.6899,104.0037,#N/A
10/24/11,103.6899,103.9988,2699.44
10/25/11,103.6899,103.9989,2638.42
10/26/11,103.6899,104.0197,2650.67
10/27/11,103.6899,104.0179,2738.63
10/28/11,103.6899,103.9711,2737.15
10/29/11,103.6899,103.9682,#N/A
10/30/11,103.6899,103.9823,#N/A
10/31/11,103.6899,103.9731,2684.41
11/1/11,103.476,103.9695,2606.96
11/2/11,103.476,103.9665,2639.98
11/3/11,103.476,103.9632,2697.97
11/4/11,103.476,103.9676,2686.15
11/5/11,103.476,103.9556,#N/A
11/6/11,103.476,103.9413,#N/A
11/7/11,103.476,103.9219,2695.25
11/8/11,103.476,103.8754,2727.49
11/9/11,103.476,103.9322,2621.65
11/10/11,103.476,103.9541,2625.15
11/11/11,103.476,103.9784,2678.75
11/12/11,103.476,103.985,#N/A
11/13/11,103.476,103.9772,#N/A
11/14/11,103.476,104.0139,2657.22
11/15/11,103.476,104.0145,2686.2
11/16/11,103.476,104.0085,2639.61
11/17/11,103.476,104.0063,2587.99
11/18/11,103.476,103.9816,2572.5
11/19/11,103.476,103.9766,#N/A
11/20/11,103.476,103.9327,#N/A
11/21/11,103.476,103.9035,2523.14
11/22/11,103.476,103.8847,2521.28
11/23/11,103.476,103.8803,2460.08
11/24/11,103.476,103.8546,#N/A
11/25/11,103.476,103.869,2441.51
11/26/11,103.476,103.8381,#N/A
11/27/11,103.476,103.7906,#N/A
11/28/11,103.476,103.7765,2527.34
11/29/11,103.476,103.7679,2515.51
11/30/11,103.476,103.7504,2620.34
12/1/11,103.3887,103.7811,2626.2
12/2/11,103.3887,103.7562,2626.93
12/3/11,103.3887,103.7455,#N/A
12/4/11,103.3887,103.7125,#N/A
12/5/11,103.3887,103.7154,2655.76
12/6/11,103.3887,103.7308,2649.56
12/7/11,103.3887,103.7545,2649.21
12/8/11,103.3887,103.724,2596.38
12/9/11,103.3887,103.7222,2646.85
12/10/11,103.3887,103.7538,#N/A
12/11/11,103.3887,103.7272,#N/A
12/12/11,103.3887,103.6726,2612.26
12/13/11,103.3887,103.6512,2579.27
12/14/11,103.3887,103.6272,2539.31
12/15/11,103.3887,103.62,2541.01
12/16/11,103.3887,103.6038,2555.33
12/17/11,103.3887,103.5762,#N/A
12/18/11,103.3887,103.5386,#N/A
12/19/11,103.3887,103.5388,2523.14
12/20/11,103.3887,103.488,2603.73
12/21/11,103.3887,103.4911,2577.97
12/22/11,103.3887,103.4741,2599.45
12/23/11,103.3887,103.4837,2618.64
12/24/11,103.3887,103.4975,#N/A
12/25/11,103.3887,103.5022,#N/A
12/26/11,103.3887,103.5782,#N/A
12/27/11,103.3887,103.5744,2625.2
12/28/11,103.3887,103.611,2589.98
12/29/11,103.3887,103.6348,2613.74
12/30/11,103.3887,103.6532,2605.15
12/31/11,103.3887,103.6713,#N/A
1/1/12,103.1337,103.6538,#N/A
1/2/12,103.1337,103.6922,#N/A
1/3/12,103.1337,103.6733,2648.72
1/4/12,103.1337,103.762,2648.36
1/5/12,103.1337,103.7644,2669.86
1/6/12,103.1337,103.8394,2674.22
1/7/12,103.1337,103.9128,#N/A
1/8/12,103.1337,103.9457,#N/A
1/9/12,103.1337,103.9569,2676.56
1/10/12,103.1337,104.018,2702.5
1/11/12,103.1337,104.0087,2710.76
1/12/12,103.1337,104.0196,2724.7
1/13/12,103.1337,104.0392,2710.67
1/14/12,103.1337,104.0609,#N/A
1/15/12,103.1337,104.0997,#N/A
1/16/12,103.1337,104.0996,#N/A
1/17/12,103.1337,104.0891,2728.08
1/18/12,103.1337,104.0823,2769.71
1/19/12,103.1337,104.0768,2788.33
1/20/12,103.1337,104.0483,2786.7
1/21/12,103.1337,104.0939,#N/A
1/22/12,103.1337,104.1045,#N/A
1/23/12,103.1337,104.086,2784.17
1/24/12,103.1337,104.0488,2786.64
1/25/12,103.1337,104.0854,2818.31
1/26/12,103.1337,104.0867,2805.28
1/27/12,103.1337,104.0945,2816.55
1/28/12,103.1337,104.1048,#N/A
1/29/12,103.1337,104.1599,#N/A
1/30/12,103.1337,104.2442,2811.94
1/31/12,103.1337,104.2598,2813.84
2/1/12,103.5875,104.2844,2848.27
2/2/12,103.5875,104.3111,2859.68
2/3/12,103.5875,104.3366,2905.66
2/4/12,103.5875,104.3443,#N/A
2/5/12,103.5875,104.3754,#N/A
2/6/12,103.5875,104.3918,2901.99
2/7/12,103.5875,104.3808,2904.08
2/8/12,103.5875,104.4443,2915.86
2/9/12,103.5875,104.4714,2927.23
2/10/12,103.5875,104.5007,2903.88
2/11/12,103.5875,104.5219,#N/A
2/12/12,103.5875,104.5652,#N/A
2/13/12,103.5875,104.5645,2931.39
2/14/12,103.5875,104.571,2931.83
2/15/12,103.5875,104.61,2915.83
2/16/12,103.5875,104.6209,2959.85
2/17/12,103.5875,104.6089,2951.78
2/18/12,103.5875,104.6155,#N/A
2/19/12,103.5875,104.6547,#N/A
2/20/12,103.5875,104.6947,#N/A
2/21/12,103.5875,104.6976,2948.57
2/22/12,103.5875,104.7675,2933.17
2/23/12,103.5875,104.8171,2956.98
2/24/12,103.5875,104.8643,2963.75
2/25/12,103.5875,104.9421,#N/A
2/26/12,103.5875,105.049,#N/A
2/27/12,103.5875,105.0904,2966.16
2/28/12,103.5875,105.0719,2986.76
2/29/12,103.5875,105.1187,2966.89
3/1/12,104.0436,105.1806,2988.97
3/2/12,104.0436,105.2099,2976.19
3/3/12,104.0436,105.208,#N/A
3/4/12,104.0436,105.265,#N/A
3/5/12,104.0436,105.3289,2950.48
3/6/12,104.0436,105.3626,2910.32
3/7/12,104.0436,105.3968,2935.69
3/8/12,104.0436,105.4302,2970.42
3/9/12,104.0436,105.4361,2988.34
3/10/12,104.0436,105.4429,#N/A
3/11/12,104.0436,105.4841,#N/A
3/12/12,104.0436,105.5065,2983.66
3/13/12,104.0436,105.5307,3039.88
3/14/12,104.0436,105.5522,3040.73
3/15/12,104.0436,105.5768,3056.37
3/16/12,104.0436,105.5945,3055.26
3/17/12,104.0436,105.6249,#N/A
3/18/12,104.0436,105.6443,#N/A
3/19/12,104.0436,105.6685,3078.32
3/20/12,104.0436,105.6721,3074.15
3/21/12,104.0436,105.7192,3075.32
3/22/12,104.0436,105.749,3063.32
3/23/12,104.0436,105.7912,3067.92
