,CPI,BPP,NASDAQ
3/24/12,104.0436,105.8182,#N/A
3/25/12,104.0436,105.837,#N/A
3/26/12,104.0436,105.8337,3122.57
3/27/12,104.0436,105.8216,3120.35
3/28/12,104.0436,105.868,3104.96
3/29/12,104.0436,105.8812,3095.36
3/30/12,104.0436,105.9086,3091.57
3/31/12,104.0436,105.9278,#N/A
4/1/12,104.8338,105.9476,#N/A
4/2/12,104.8338,105.949,3119.7
4/3/12,104.8338,105.917,3113.57
4/4/12,104.8338,105.9526,3068.09
4/5/12,104.8338,105.9687,3080.5
4/6/12,104.8338,105.9992,#N/A
4/7/12,104.8338,106.0071,#N/A
4/8/12,104.8338,106.0139,#N/A
4/9/12,104.8338,105.9938,3047.08
4/10/12,104.8338,105.9826,2991.22
4/11/12,104.8338,105.9892,3016.46
4/12/12,104.8338,106.0533,3055.55
4/13/12,104.8338,106.0455,3011.33
4/14/12,104.8338,106.0396,#N/A
4/15/12,104.8338,106.0461,#N/A
4/16/12,104.8338,106.1019,2988.4
4/17/12,104.8338,106.078,3042.82
4/18/12,104.8338,106.0798,3031.45
4/19/12,104.8338,106.0733,3007.56
4/20/12,104.8338,106.0616,3000.45
4/21/12,104.8338,106.0431,#N/A
4/22/12,104.8338,106.0203,#N/A
4/23/12,104.8338,105.9857,2970.45
4/24/12,104.8338,105.9667,2961.6
4/25/12,104.8338,105.9855,3029.63
4/26/12,104.8338,105.9676,3050.61
4/27/12,104.8338,105.931,3069.2
4/28/12,104.8338,105.9186,#N/A
4/29/12,104.8338,105.9004,#N/A
4/30/12,104.8338,105.8997,3046.36
5/1/12,105.1505,105.8604,3050.44
5/2/12,105.1505,105.8624,3059.85
5/3/12,105.1505,105.8477,3024.3
5/4/12,105.1505,105.8437,2956.34
5/5/12,105.1505,105.8408,#N/A
5/6/12,105.1505,105.8266,#N/A
5/7/12,105.1505,105.7988,2957.76
5/8/12,105.1505,105.73,2946.27
5/9/12,105.1505,105.7974,2934.71
5/10/12,105.1505,105.7775,2933.64
5/11/12,105.1505,105.7466,2933.82
5/12/12,105.1505,105.7407,#N/A
5/13/12,105.1505,105.7213,#N/A
5/14/12,105.1505,105.7603,2902.58
5/15/12,105.1505,105.7249,2893.76
5/16/12,105.1505,105.726,2874.04
5/17/12,105.1505,105.732,2813.69
5/18/12,105.1505,105.7081,2778.79
5/19/12,105.1505,105.6935,#N/A
5/20/12,105.1505,105.6621,#N/A
5/21/12,105.1505,105.6415,2847.21
5/22/12,105.1505,105.63,2839.08
5/23/12,105.1505,105.661,2850.12
5/24/12,105.1505,105.6623,2839.38
5/25/12,105.1505,105.6593,2837.53
5/26/12,105.1505,105.6226,#N/A
5/27/12,105.1505,105.5996,#N/A
5/28/12,105.1505,105.5857,#N/A
5/29/12,105.1505,105.5536,2870.99
5/30/12,105.1505,105.5725,2837.36
5/31/12,105.1505,105.5705,2827.34
6/1/12,105.0271,105.5654,2747.48
6/2/12,105.0271,105.5596,#N/A
6/3/12,105.0271,105.5312,#N/A
6/4/12,105.0271,105.4808,2760.01
6/5/12,105.0271,105.4548,2778.11
6/6/12,105.0271,105.463,2844.72
6/7/12,105.0271,105.4471,2831.02
6/8/12,105.0271,105.3992,2858.42
6/9/12,105.0271,105.3781,#N/A
6/10/12,105.0271,105.363,#N/A
6/11/12,105.0271,105.3393,2809.73
6/12/12,105.0271,105.3202,2843.07
6/13/12,105.0271,105.3611,2818.61
6/14/12,105.0271,105.3791,2836.33
6/15/12,105.0271,105.3555,2872.8
6/16/12,105.0271,105.3412,#N/A
6/17/12,105.0271,105.3358,#N/A
6/18/12,105.0271,105.3378,2895.33
6/19/12,105.0271,105.3032,2929.76
6/20/12,105.0271,105.3083,2930.45
6/21/12,105.0271,105.2799,2859.09
6/22/12,105.0271,105.2417,2892.42
6/23/12,105.0271,105.2069,#N/A
6/24/12,105.0271,105.1854,#N/A
6/25/12,105.0271,105.1475,2836.17
6/26/12,105.0271,105.088,2854.06
6/27/12,105.0271,105.1061,2875.32
6/28/12,105.0271,105.0734,2849.49
6/29/12,105.0271,105.0331,2935.06
6/30/12,105.0271,104.9791,#N/A
7/1/12,104.8731,104.9446,#N/A
7/2/12,104.8731,104.9512,2951.24
7/3/12,104.8731,104.9376,2976.09
7/4/12,104.8731,104.9395,#N/A
7/5/12,104.8731,104.9731,2976.12
7/6/12,104.8731,104.9844,2937.33
7/7/12,104.8731,105.0242,#N/A
7/8/12,104.8731,105.075,#N/A
7/9/12,104.8731,105.0986,2931.77
7/10/12,104.8731,105.0938,2902.34
7/11/12,104.8731,105.1616,2887.99
7/12/12,104.8731,105.1674,2866.19
7/13/12,104.8731,105.1604,2908.47
7/14/12,104.8731,105.1675,#N/A
7/15/12,104.8731,105.1526,#N/A
7/16/12,104.8731,105.1308,2896.94
7/17/12,104.8731,105.1664,2910.04
7/18/12,104.8731,105.2155,2942.6
7/19/12,104.8731,105.2581,2965.9
7/20/12,104.8731,105.2816,2925.3
7/21/12,104.8731,105.3091,#N/A
7/22/12,104.8731,105.3379,#N/A
7/23/12,104.8731,105.3642,2890.15
7/24/12,104.8731,105.3251,2862.99
7/25/12,104.8731,105.4013,2854.24
7/26/12,104.8731,105.4287,2893.25
7/27/12,104.8731,105.4498,2958.09
7/28/12,104.8731,105.447,#N/A
7/29/12,104.8731,105.4531,#N/A
7/30/12,104.8731,105.4692,2945.84
7/31/12,104.8731,105.4523,2939.52
8/1/12,104.7022,105.4448,2920.21
8/2/12,104.7022,105.5067,2909.77
8/3/12,104.7022,105.5472,2967.9
8/4/12,104.7022,105.6068,#N/A
8/5/12,104.7022,105.6876,#N/A
8/6/12,104.7022,105.7714,2989.91
8/7/12,104.7022,105.7327,3015.86
8/8/12,104.7022,105.809,3011.25
8/9/12,104.7022,105.8617,3018.64
8/10/12,104.7022,105.9255,3020.86
8/11/12,104.7022,105.9595,#N/A
8/12/12,104.7022,106.0159,#N/A
8/13/12,104.7022,106.0353,3022.52
8/14/12,104.7022,106.0954,3016.98
8/15/12,104.7022,106.1645,3030.93
8/16/12,104.7022,106.2037,3062.39
8/17/12,104.7022,106.2129,3076.59
8/18/12,104.7022,106.2416,#N/A
8/19/12,104.7022,106.2238,#N/A
8/20/12,104.7022,106.1866,3076.21
8/21/12,104.7022,106.1789,3067.26
8/22/12,104.7022,106.231,3073.67
8/23/12,104.7022,106.2361,3053.4
8/24/12,104.7022,106.2452,3069.79
8/25/12,104.7022,106.2853,#N/A
8/26/12,104.7022,106.3441,#N/A
8/27/12,104.7022,106.3862,3073.19
8/28/12,104.7022,106.377,3077.14
8/29/12,104.7022,106.3857,3081.19
8/30/12,104.7022,106.4757,3048.71
8/31/12,104.7022,106.5298,3066.96
9/1/12,105.2849,106.5567,#N/A
9/2/12,105.2849,106.4795,#N/A
9/3/12,105.2849,106.4767,#N/A
9/4/12,105.2849,106.4385,3075.06
9/5/12,105.2849,106.4832,3069.27
9/6/12,105.2849,106.4972,3135.81
9/7/12,105.2849,106.5134,3136.42
9/8/12,105.2849,106.5119,#N/A
9/9/12,105.2849,106.5564,#N/A
9/10/12,105.2849,106.5659,3104.02
9/11/12,105.2849,106.5648,3104.53
9/12/12,105.2849,106.6456,3114.31
9/13/12,105.2849,106.7042,3155.83
9/14/12,105.2849,106.7327,3183.95
9/15/12,105.2849,106.7604,#N/A
9/16/12,105.2849,106.7757,#N/A
9/17/12,105.2849,106.7859,3178.67
9/18/12,105.2849,106.7711,3177.8
9/19/12,105.2849,106.757,3182.62
9/20/12,105.2849,106.7812,3175.96
9/21/12,105.2849,106.7616,3179.96
9/22/12,105.2849,106.7407,#N/A
9/23/12,105.2849,106.7293,#N/A
9/24/12,105.2849,106.7066,3160.78
9/25/12,105.2849,106.6801,3117.73
9/26/12,105.2849,106.698,3093.7
9/27/12,105.2849,106.7071,3136.6
9/28/12,105.2849,106.677,3116.23
9/29/12,105.2849,106.5987,#N/A
9/30/12,105.2849,106.636,#N/A
10/1/12,105.7547,106.7328,3113.53
10/2/12,105.7547,106.7317,3120.04
10/3/12,105.7547,106.7265,3135.23
10/4/12,105.7547,106.7463,3149.46
10/5/12,105.7547,106.7287,3136.19
10/6/12,105.7547,106.7202,#N/A
10/7/12,105.7547,106.7295,#N/A
10/8/12,105.7547,106.7205,3112.35
10/9/12,105.7547,106.7395,3065.02
10/10/12,105.7547,106.7559,3051.78
10/11/12,105.7547,106.7821,3049.41
10/12/12,105.7547,106.7871,3044.11
10/13/12,105.7547,106.7869,#N/A
10/14/12,105.7547,106.8203,#N/A
10/15/12,105.7547,106.804,3064.18
10/16/12,105.7547,106.7503,3101.17
10/17/12,105.7547,106.7212,3104.12
10/18/12,105.7547,106.7164,3072.87
10/19/12,105.7547,106.7824,3005.62
10/20/12,105.7547,106.7461,#N/A
10/21/12,105.7547,106.7196,#N/A
10/22/12,105.7547,106.7128,3016.96
10/23/12,105.7547,106.6695,2990.46
10/24/12,105.7547,106.6783,2981.7
10/25/12,105.7547,106.642,2986.12
10/26/12,105.7547,106.5813,2987.95
10/27/12,105.7547,106.4274,#N/A
10/28/12,105.7547,106.4102,#N/A
10/29/12,105.7547,106.4272,#N/A
10/30/12,105.7547,106.3948,#N/A
10/31/12,105.7547,106.4064,2977.23
11/1/12,105.7135,106.4008,3020.06
11/2/12,105.7135,106.3662,2982.13
11/3/12,105.7135,106.2974,#N/A
11/4/12,105.7135,106.2804,#N/A
11/5/12,105.7135,106.3229,2999.66
11/6/12,105.7135,106.2869,3011.93
11/7/12,105.7135,106.2875,2937.29
11/8/12,105.7135,106.2843,2895.58
11/9/12,105.7135,106.2812,2904.87
11/10/12,105.7135,106.2757,#N/A
11/11/12,105.7135,106.2068,#N/A
11/12/12,105.7135,106.1878,2904.26
11/13/12,105.7135,106.1641,2883.89
11/14/12,105.7135,106.2136,2846.81
11/15/12,105.7135,106.2352,2836.94
11/16/12,105.7135,106.2127,2853.13
11/17/12,105.7135,106.1933,#N/A
11/18/12,105.7135,106.1938,#N/A
11/19/12,105.7135,106.1624,2916.07
11/20/12,105.7135,106.1124,2916.68
11/21/12,105.7135,106.105,2926.55
11/22/12,105.7135,106.1263,#N/A
11/23/12,105.7135,106.1959,2966.85
11/24/12,105.7135,106.2148,#N/A
11/25/12,105.7135,106.1875,#N/A
11/26/12,105.7135,106.1904,2976.78
11/27/12,105.7135,106.1863,2967.79
11/28/12,105.7135,106.2097,2991.78
11/29/12,105.7135,106.2216,3012.03
11/30/12,105.7135,106.1944,3010.24
12/1/12,105.2126,106.1711,#N/A
12/2/12,105.2126,106.1544,#N/A
12/3/12,105.2126,106.1277,3002.2
12/4/12,105.2126,106.1042,2996.69
12/5/12,105.2126,106.1018,2973.7
12/6/12,105.2126,106.1106,2989.27
12/7/12,105.2126,106.0949,2978.04
12/8/12,105.2126,106.0741,#N/A
12/9/12,105.2126,106.0548,#N/A
12/10/12,105.2126,106.0157,2986.96
12/11/12,105.2126,105.9961,3022.3
12/12/12,105.2126,105.9731,3013.81
12/13/12,105.2126,105.9612,2992.16
12/14/12,105.2126,105.9245,2971.33
12/15/12,105.2126,105.861,#N/A
12/16/12,105.2126,105.8395,#N/A
12/17/12,105.2126,105.78,3010.6
12/18/12,105.2126,105.7377,3054.53
12/19/12,105.2126,105.7603,3044.36
12/20/12,105.2126,105.7475,3050.39
12/21/12,105.2126,105.7157,3021.01
12/22/12,105.2126,105.7334,#N/A
12/23/12,105.2126,105.7711,#N/A
12/24/12,105.2126,105.8034,3012.6
12/25/12,105.2126,105.8048,#N/A
12/26/12,105.2126,105.8037,2990.16
12/27/12,105.2126,105.8445,2985.91
12/28/12,105.2126,105.8629,2960.31
12/29/12,105.2126,105.8952,#N/A
12/30/12,105.2126,105.9381,#N/A
12/31/12,105.2126,105.9196,3019.51
1/1/13,104.9293,105.9069,#N/A
1/2/13,104.9293,105.9012,3112.26
1/3/13,104.9293,105.9042,3100.57
1/4/13,104.9293,105.9005,3101.66
1/5/13,104.9293,105.9231,#N/A
1/6/13,104.9293,105.9181,#N/A
1/7/13,104.9293,105.919,3098.81
1/8/13,104.9293,105.9195,3091.81
1/9/13,104.9293,105.9674,3105.81
1/10/13,104.9293,105.9798,3121.76
1/11/13,104.9293,105.9812,3125.63
1/12/13,104.9293,105.9776,#N/A
1/13/13,104.9293,105.9526,#N/A
1/14/13,104.9293,105.9407,3117.5
1/15/13,104.9293,105.9642,3110.78
1/16/13,104.9293,105.9671,3117.54
1/17/13,104.9293,105.974,3136
1/18/13,104.9293,105.9655,3134.71
1/19/13,104.9293,105.9635,#N/A
1/20/13,104.9293,105.9916,#N/A
1/21/13,104.9293,105.9755,#N/A
1/22/13,104.9293,105.9942,3143.18
1/23/13,104.9293,106.067,3153.67
1/24/13,104.9293,106.1071,3130.38
1/25/13,104.9293,106.1218,3149.71
1/26/13,104.9293,106.147,#N/A
1/27/13,104.9293,106.187,#N/A
1/28/13,104.9293,106.2216,3154.3
1/29/13,104.9293,106.2248,3153.66
1/30/13,104.9293,106.2957,3142.31
1/31/13,104.9293,106.3605,3142.13
2/1/13,105.2396,106.4377,3179.1
2/2/13,105.2396,106.578,#N/A
2/3/13,105.2396,106.6237,#N/A
2/4/13,105.2396,106.6857,3131.17
2/5/13,105.2396,106.7048,3171.58
2/6/13,105.2396,106.7722,3168.48
2/7/13,105.2396,106.8161,3165.13
2/8/13,105.2396,106.8463,3193.87
2/9/13,105.2396,106.8794,#N/A
2/10/13,105.2396,106.927,#N/A
2/11/13,105.2396,106.9473,3192
2/12/13,105.2396,106.9593,3186.49
2/13/13,105.2396,107.0212,3196.88
2/14/13,105.2396,107.0696,3198.66
2/15/13,105.2396,107.1109,3192.03
2/16/13,105.2396,107.1518,#N/A
2/17/13,105.2396,107.249,#N/A
2/18/13,105.2396,107.3227,#N/A
2/19/13,105.2396,107.3631,3213.59
2/20/13,105.2396,107.4416,3164.41
2/21/13,105.2396,107.4848,3131.49
2/22/13,105.2396,107.5263,3161.82
2/23/13,105.2396,107.551,#N/A
2/24/13,105.2396,107.5613,#N/A
2/25/13,105.2396,107.5579,3116.25
2/26/13,105.2396,107.5444,3129.65
2/27/13,105.2396,107.5835,3162.26
2/28/13,105.2396,107.5937,3160.19
3/1/13,106.1015,107.5894,3169.74
3/2/13,106.1015,107.57,#N/A
3/3/13,106.1015,107.5569,#N/A
3/4/13,106.1015,107.5589,3182.03
3/5/13,106.1015,107.5378,3224.13
3/6/13,106.1015,107.5244,3222.37
3/7/13,106.1015,107.5144,3232.09
3/8/13,106.1015,107.5008,3244.37
3/9/13,106.1015,107.4751,#N/A
3/10/13,106.1015,107.4785,#N/A
3/11/13,106.1015,107.453,3252.87
3/12/13,106.1015,107.4228,3242.32
3/13/13,106.1015,107.4427,3245.12
3/14/13,106.1015,107.4439,3258.93
3/15/13,106.1015,107.4393,3249.07
3/16/13,106.1015,107.4273,#N/A
3/17/13,106.1015,107.4145,#N/A
3/18/13,106.1015,107.4159,3237.59
3/19/13,106.1015,107.4027,3229.1
3/20/13,106.1015,107.442,3254.19
3/21/13,106.1015,107.4668,3222.6
3/22/13,106.1015,107.4554,3245
3/23/13,106.1015,107.4402,#N/A
3/24/13,106.1015,107.4193,#N/A
3/25/13,106.1015,107.4006,3235.3
3/26/13,106.1015,107.3829,3252.48
3/27/13,106.1015,107.3959,3256.52
3/28/13,106.1015,107.3755,3267.52
3/29/13,106.1015,107.3693,#N/A
3/30/13,106.1015,107.3688,#N/A
3/31/13,106.1015,107.3652,#N/A
4/1/13,106.3789,107.3767,3239.17
4/2/13,106.3789,107.3691,3254.86
4/3/13,106.3789,107.4322,3218.6
4/4/13,106.3789,107.4463,3224.98
4/5/13,106.3789,107.5488,3203.86
4/6/13,106.3789,107.533,#N/A
4/7/13,106.3789,107.4149,#N/A
4/8/13,106.3789,107.3962,3222.25
4/9/13,106.3789,107.4567,3237.86
4/10/13,106.3789,107.4613,3297.25
4/11/13,106.3789,107.4445,3300.16
4/12/13,106.3789,107.4344,3294.95
4/13/13,106.3789,107.4171,#N/A
4/14/13,106.3789,107.378,#N/A
4/15/13,106.3789,107.3741,3216.49
4/16/13,106.3789,107.3539,3264.63
4/17/13,106.3789,107.3577,3204.67
4/18/13,106.3789,107.3509,3166.36
4/19/13,106.3789,107.3281,3206.06
4/20/13,106.3789,107.2636,#N/A
4/21/13,106.3789,107.2399,#N/A
4/22/13,106.3789,107.2335,3233.55
4/23/13,106.3789,107.2245,3269.33
4/24/13,106.3789,107.2363,3269.65
4/25/13,106.3789,107.2258,3289.99
4/26/13,106.3789,107.2203,3279.26
4/27/13,106.3789,107.205,#N/A
4/28/13,106.3789,107.2015,#N/A
4/29/13,106.3789,107.199,3307.02
4/30/13,106.3789,107.1957,3328.79
5/1/13,106.2683,107.2217,3299.13
5/2/13,106.2683,107.2528,3340.62
5/3/13,106.2683,107.2634,3378.63
5/4/13,106.2683,107.2571,#N/A
5/5/13,106.2683,107.257,#N/A
5/6/13,106.2683,107.2511,3392.97
5/7/13,106.2683,107.2467,3396.63
5/8/13,106.2683,107.2975,3413.27
5/9/13,106.2683,107.3293,3409.17
5/10/13,106.2683,107.3542,3436.58
5/11/13,106.2683,107.3881,#N/A
5/12/13,106.2683,107.4365,#N/A
5/13/13,106.2683,107.457,3438.79
5/14/13,106.2683,107.4536,3462.61
5/15/13,106.2683,107.4929,3471.62
5/16/13,106.2683,107.5069,3465.24
5/17/13,106.2683,107.6048,3498.97
5/18/13,106.2683,107.6606,#N/A
5/19/13,106.2683,107.6984,#N/A
5/20/13,106.2683,107.7032,3496.43
5/21/13,106.2683,107.6984,3502.12
5/22/13,106.2683,107.7451,3463.3
5/23/13,106.2683,107.7554,3459.42
5/24/13,106.2683,107.7453,3459.14
5/25/13,106.2683,107.7189,#N/A
5/26/13,106.2683,107.7085,#N/A
5/27/13,106.2683,107.6958,#N/A
5/28/13,106.2683,107.6894,3488.89
5/29/13,106.2683,107.7113,3467.52
5/30/13,106.2683,107.7057,3491.3
5/31/13,106.2683,107.6892,3455.91
6/1/13,106.4575,107.6766,#N/A
6/2/13,106.4575,107.6893,#N/A
6/3/13,106.4575,107.6906,3465.37
6/4/13,106.4575,107.6872,3445.26
6/5/13,106.4575,107.6616,3401.48
6/6/13,106.4575,107.6659,3424.05
6/7/13,106.4575,107.6669,3469.22
6/8/13,106.4575,107.6646,#N/A
6/9/13,106.4575,107.661,#N/A
6/10/13,106.4575,107.6394,3473.77
6/11/13,106.4575,107.6312,3436.95
6/12/13,106.4575,107.6709,3400.43
6/13/13,106.4575,107.65,3445.37
6/14/13,106.4575,107.6377,3423.56
6/15/13,106.4575,107.6269,#N/A
6/16/13,106.4575,107.6242,#N/A
6/17/13,106.4575,107.6129,3452.13
6/18/13,106.4575,107.6059,3482.18
6/19/13,106.4575,107.6077,3443.2
6/20/13,106.4575,107.6094,3364.63
6/21/13,106.4575,107.5899,3357.25
6/22/13,106.4575,107.5706,#N/A
6/23/13,106.4575,107.5604,#N/A
6/24/13,106.4575,107.5511,3320.76
6/25/13,106.4575,107.531,3347.89
6/26/13,106.4575,107.5045,3376.22
6/27/13,106.4575,107.4763,3401.86
6/28/13,106.4575,107.4461,3403.25
6/29/13,106.4575,107.4256,#N/A
6/30/13,106.4575,107.414,#N/A
7/1/13,106.713,107.4299,3434.49
7/2/13,106.713,107.4264,3433.4
7/3/13,106.713,107.4375,3443.67
7/4/13,106.713,107.4351,#N/A
7/5/13,106.713,107.4361,3479.38
7/6/13,106.713,107.433,#N/A
7/7/13,106.713,107.4465,#N/A
7/8/13,106.713,107.4533,3484.83
7/9/13,106.713,107.4846,3504.26
7/10/13,106.713,107.5387,3520.76
7/11/13,106.713,107.5609,3578.3
7/12/13,106.713,107.5981,3600.08
7/13/13,106.713,107.6348,#N/A
7/14/13,106.713,107.6591,#N/A
7/15/13,106.713,107.6854,3607.49
7/16/13,106.713,107.7138,3598.5
7/17/13,106.713,107.7638,3610
7/18/13,106.713,107.7872,3611.28
7/19/13,106.713,107.7939,3587.61
7/20/13,106.713,107.8028,#N/A
7/21/13,106.713,107.8087,#N/A
7/22/13,106.713,107.8048,3600.39
7/23/13,106.713,107.804,3579.27
7/24/13,106.713,107.8145,3579.6
7/25/13,106.713,107.811,3605.19
7/26/13,106.713,107.7991,3613.16
7/27/13,106.713,107.7937,#N/A
7/28/13,106.713,107.7923,#N/A
7/29/13,106.713,107.7966,3599.14
7/30/13,106.713,107.7893,3616.47
7/31/13,106.713,107.783,3626.37
8/1/13,106.7551,107.7893,3675.74
8/2/13,106.7551,107.7862,3689.59
8/3/13,106.7551,107.7827,#N/A
8/4/13,106.7551,107.7837,#N/A
8/5/13,106.7551,107.7705,3692.95
8/6/13,106.7551,107.7567,3665.77
8/7/13,106.7551,107.7841,3654.01
8/8/13,106.7551,107.7754,3669.12
8/9/13,106.7551,107.7545,3660.11
8/10/13,106.7551,107.7406,#N/A
8/11/13,106.7551,107.7358,#N/A
8/12/13,106.7551,107.74,3669.95
8/13/13,106.7551,107.7303,3684.44
8/14/13,106.7551,107.7575,3669.27
8/15/13,106.7551,107.744,3606.12
8/16/13,106.7551,107.7413,3602.78
8/17/13,106.7551,107.7377,#N/A
8/18/13,106.7551,107.7441,#N/A
8/19/13,106.7551,107.7517,3589.09
8/20/13,106.7551,107.757,3613.59
8/21/13,106.7551,107.7768,3599.79
8/22/13,106.7551,107.776,3638.71
8/23/13,106.7551,107.7863,3657.79
8/24/13,106.7551,107.8021,#N/A
8/25/13,106.7551,107.8105,#N/A
8/26/13,106.7551,107.7999,3657.57
8/27/13,106.7551,107.8038,3578.52
8/28/13,106.7551,107.8252,3593.35
8/29/13,106.7551,107.8466,3620.3
8/30/13,106.7551,107.8732,3589.87
8/31/13,106.7551,107.8941,#N/A
9/1/13,106.8835,107.8938,#N/A
9/2/13,106.8835,107.9005,#N/A
9/3/13,106.8835,107.9033,3612.61
9/4/13,106.8835,107.9317,3649.04
9/5/13,106.8835,107.9334,3658.78
9/6/13,106.8835,107.9318,3660.01
9/7/13,106.8835,107.9109,#N/A
9/8/13,106.8835,107.9197,#N/A
9/9/13,106.8835,107.9048,3706.18
9/10/13,106.8835,107.902,3729.02
9/11/13,106.8835,107.9213,3725.01
9/12/13,106.8835,107.9013,3715.97
9/13/13,106.8835,107.8941,3722.18
9/14/13,106.8835,107.8869,#N/A
9/15/13,106.8835,107.8777,#N/A
9/16/13,106.8835,107.8707,3717.85
9/17/13,106.8835,107.8618,3745.7
9/18/13,106.8835,107.8698,3783.64
9/19/13,106.8835,107.8549,3789.38
9/20/13,106.8835,107.8528,3774.73
9/21/13,106.8835,107.8509,#N/A
9/22/13,106.8835,107.8427,#N/A
9/23/13,106.8835,107.8372,3765.29
9/24/13,106.8835,107.8292,3768.25
9/25/13,106.8835,107.8388,3761.1
9/26/13,106.8835,107.8326,3787.43
9/27/13,106.8835,107.8151,3781.59
9/28/13,106.8835,107.8282,#N/A
9/29/13,106.8835,107.8189,#N/A
9/30/13,106.8835,107.8032,3771.48
10/1/13,107.0078,107.7981,3817.98
10/2/13,107.0078,107.8199,3815.02
10/3/13,107.0078,107.8023,3774.34
10/4/13,107.0078,107.785,3807.75
10/5/13,107.0078,107.7803,#N/A
10/6/13,107.0078,107.7813,#N/A
10/7/13,107.0078,107.7633,3770.38
10/8/13,107.0078,107.7769,3694.83
10/9/13,107.0078,107.7819,3677.78
10/10/13,107.0078,107.76,3760.75
10/11/13,107.0078,107.752,3791.87
10/12/13,107.0078,107.735,#N/A
10/13/13,107.0078,107.7028,#N/A
10/14/13,107.0078,107.7009,3815.27
10/15/13,107.0078,107.673,3794.01
10/16/13,107.0078,107.6692,3839.43
10/17/13,107.0078,107.6722,3863.15
10/18/13,107.0078,107.6685,3914.28
10/19/13,107.0078,107.6703,#N/A
10/20/13,107.0078,107.666,#N/A
10/21/13,107.0078,107.6607,3920.05
10/22/13,107.0078,107.6718,3929.57
10/23/13,107.0078,107.665,3907.07
10/24/13,107.0078,107.6674,3928.96
10/25/13,107.0078,107.6387,3943.36
10/26/13,107.0078,107.6322,#N/A
10/27/13,107.0078,107.6106,#N/A
10/28/13,107.0078,107.6035,3940.13
10/29/13,107.0078,107.6004,3952.34
10/30/13,107.0078,107.6254,3930.62
10/31/13,107.0078,107.6305,3919.71
11/1/13,106.7322,107.6526,3922.04
11/2/13,106.7322,107.6567,#N/A
11/3/13,106.7322,107.6684,#N/A
11/4/13,106.7322,107.6514,3936.59
11/5/13,106.7322,107.6394,3939.86
11/6/13,106.7322,107.6371,3931.95
11/7/13,106.7322,107.607,3857.33
11/8/13,106.7322,107.5936,3919.23
11/9/13,106.7322,107.595,#N/A
11/10/13,106.7322,107.6267,#N/A
11/11/13,106.7322,107.6087,3919.79
11/12/13,106.7322,107.6157,3919.92
11/13/13,106.7322,107.6371,3965.58
11/14/13,106.7322,107.6351,3972.74
11/15/13,106.7322,107.634,3985.97
11/16/13,106.7322,107.6521,#N/A
11/17/13,106.7322,107.6578,#N/A
11/18/13,106.7322,107.6538,3949.07
11/19/13,106.7322,107.6433,3931.55
11/20/13,106.7322,107.6608,3921.27
11/21/13,106.7322,107.6633,3969.15
11/22/13,106.7322,107.6663,3991.65
11/23/13,106.7322,107.6988,#N/A
11/24/13,106.7322,107.7275,#N/A
11/25/13,106.7322,107.7236,3994.57
11/26/13,106.7322,107.7245,4017.75
11/27/13,106.7322,107.694,4044.75
11/28/13,106.7322,107.6622,#N/A
11/29/13,106.7322,107.6707,4059.89
11/30/13,106.7322,107.6635,#N/A
12/1/13,106.5142,107.6673,#N/A
12/2/13,106.5142,107.6473,4045.26
12/3/13,106.5142,107.6616,4037.2
12/4/13,106.5142,107.6642,4038
12/5/13,106.5142,107.6594,4033.16
12/6/13,106.5142,107.6624,4062.52
12/7/13,106.5142,107.67,#N/A
12/8/13,106.5142,107.6705,#N/A
12/9/13,106.5142,107.6538,4068.75
12/10/13,106.5142,107.6629,4060.49
12/11/13,106.5142,107.6858,4003.81
12/12/13,106.5142,107.6724,3998.4
12/13/13,106.5142,107.6631,4000.98
12/14/13,106.5142,107.6692,#N/A
12/15/13,106.5142,107.6794,#N/A
12/16/13,106.5142,107.6786,4029.52
12/17/13,106.5142,107.6816,4023.68
12/18/13,106.5142,107.7078,4070.06
12/19/13,106.5142,107.7038,4058.13
12/20/13,106.5142,107.7046,4104.74
12/21/13,106.5142,107.7265,#N/A
12/22/13,106.5142,107.7527,#N/A
12/23/13,106.5142,107.7583,4148.9
12/24/13,106.5142,107.7655,4155.42
12/25/13,106.5142,107.7995,#N/A
12/26/13,106.5142,107.8045,4167.18
12/27/13,106.5142,107.8272,4156.59
12/28/13,106.5142,107.8495,#N/A
12/29/13,106.5142,107.8788,#N/A
12/30/13,106.5142,107.8813,4154.2
12/31/13,106.5142,107.8946,4176.59
1/1/14,106.5051,107.9921,#N/A
1/2/14,106.5051,107.953,4143.07
1/3/14,106.5051,107.9444,4131.91
1/4/14,106.5051,107.9221,#N/A
1/5/14,106.5051,107.9252,#N/A
1/6/14,106.5051,107.9241,4113.68
1/7/14,106.5051,107.9353,4153.18
1/8/14,106.5051,107.9428,4165.61
1/9/14,106.5051,107.9435,4156.19
1/10/14,106.5051,107.9451,4174.66
1/11/14,106.5051,107.9474,#N/A
1/12/14,106.5051,107.9426,#N/A
1/13/14,106.5051,107.936,4113.3
1/14/14,106.5051,107.9506,4183.02
1/15/14,106.5051,107.9582,4214.88
1/16/14,106.5051,107.955,4218.69
1/17/14,106.5051,107.9509,4197.58
1/18/14,106.5051,107.9457,#N/A
1/19/14,106.5051,107.9325,#N/A
1/20/14,106.5051,107.9228,#N/A
1/21/14,106.5051,107.926,4225.76
1/22/14,106.5051,107.9457,4243
1/23/14,106.5051,107.9505,4218.87
